recorded,RADON_SHORT_TERM_AVG,TEMP,HUMIDITY,PRESSURE,CO2,VOC
2020-07-21T17:08:26,,79.38,49,1015,1127,123
,,,,,,
2020-07-21T17:13:26,,79.48,48.5,1015,1124,135
,,,,,,
2020-07-21T17:18:26,,79.54,48.5,1015,1125,127
,,,,,,
2020-07-21T17:23:26,0.54,79.52,48,1015,1125,129
,,,,,,
2020-07-21T17:28:26,,79.56,48,1015,1125,119
,,,,,,
2020-07-21T17:33:26,,79.3,47.5,1015,1126,125
,,,,,,
2020-07-21T17:38:26,,78.96,47,1015,1127,110
,,,,,,
2020-07-21T17:43:26,,78.76,47,1015,1124,106
,,,,,,
2020-07-21T17:48:26,,78.62,47,1014,1119,101
,,,,,,
2020-07-21T17:53:26,,78.42,47,1014,1114,99
,,,,,,
2020-07-21T17:58:26,,78.31,47,1014,1106,95
,,,,,,
2020-07-21T18:03:26,,78.3,46.5,1014,1100,106
,,,,,,
2020-07-21T18:08:26,,78.31,47,1014,1095,76
,,,,,,
2020-07-21T18:13:26,,78.31,46.5,1014,1119,88
,,,,,,
2020-07-21T18:18:26,,78.75,48.5,1014,1129,80
,,,,,,
2020-07-21T18:23:26,0.62,79.09,48,1014,1127,72
,,,,,,
2020-07-21T18:28:26,,79.2,48,1014,1129,72
,,,,,,
2020-07-21T18:33:26,,79.21,48.5,1014,1129,67
,,,,,,
2020-07-21T18:38:26,,79.38,48.5,1014,1126,67
,,,,,,
2020-07-21T18:43:26,,79.47,48,1014,1120,69
,,,,,,
2020-07-21T18:48:26,,79.54,48,1014,1117,65
,,,,,,
2020-07-21T18:53:26,,79.56,47.5,1014,1109,50
,,,,,,
2020-07-21T18:58:26,,79.54,47.5,1014,1107,54
,,,,,,
2020-07-21T19:03:26,,79.54,47.5,1014,1100,59
,,,,,,
2020-07-21T19:08:26,,79.54,47.5,1014,1087,46
,,,,,,
2020-07-21T19:13:26,,79.74,48,1014,1080,61
,,,,,,
2020-07-21T19:18:26,,79.63,47.5,1014,1078,61
,,,,,,
2020-07-21T19:23:26,0.62,79.38,47,1014,1076,56
,,,,,,
2020-07-21T19:28:26,,79.3,47,1014,1076,46
,,,,,,
2020-07-21T19:33:26,,79.27,47,1014,1077,54
,,,,,,
2020-07-21T19:38:26,,79.2,47,1014,1082,61
,,,,,,
2020-07-21T19:43:26,,79.07,46.5,1014,1086,61
,,,,,,
2020-07-21T19:48:26,,79.05,46.5,1014,1089,46
,,,,,,
2020-07-21T19:53:26,,79.07,46,1014,1093,46
,,,,,,
2020-07-21T19:58:26,,79.03,46,1014,1098,59
,,,,,,
2020-07-21T20:03:26,,78.91,46,1014,1101,52
,,,,,,
2020-07-21T20:08:26,,78.89,46,1014,1103,61
,,,,,,
2020-07-21T20:13:26,,78.85,46,1014,1103,50
,,,,,,
2020-07-21T20:18:26,,78.82,46,1014,1102,59
,,,,,,
2020-07-21T20:23:26,0.59,78.78,46,1014,1101,52
,,,,,,
2020-07-21T20:28:26,,78.78,46,1014,1104,52
,,,,,,
2020-07-21T20:33:26,,78.78,46,1013,1105,63
,,,,,,
2020-07-21T20:38:26,,78.85,46,1013,1105,59
,,,,,,
2020-07-21T20:43:26,,78.85,46,1013,1104,48
,,,,,,
2020-07-21T20:48:26,,78.85,46,1013,1108,59
,,,,,,
2020-07-21T20:53:26,,78.82,46,1013,1105,46
,,,,,,
2020-07-21T20:58:26,,78.76,46,1013,1104,46
,,,,,,
2020-07-21T21:03:26,,78.73,46,1013,1095,46
,,,,,,
2020-07-21T21:08:26,,78.78,46.5,1014,1086,46
,,,,,,
2020-07-21T21:13:26,,78.73,46,1014,1072,48
,,,,,,
2020-07-21T21:18:26,,78.67,46,1014,1061,59
,,,,,,
2020-07-21T21:23:26,0.59,78.62,46,1014,1048,46
,,,,,,
2020-07-21T21:28:26,,78.6,46,1014,1032,50
,,,,,,
2020-07-21T21:33:26,,78.58,46,1013,1019,46
,,,,,,
2020-07-21T21:38:26,,78.57,46,1013,1004,54
,,,,,,
2020-07-21T21:43:26,,78.46,46,1013,991,56
,,,,,,
2020-07-21T21:48:26,,78.48,46,1013,977,46
,,,,,,
2020-07-21T21:53:26,,78.49,46,1013,965,46
,,,,,,
2020-07-21T21:58:26,,78.69,46.5,1013,956,52
,,,,,,
2020-07-21T22:03:26,,78.98,48,1013,975,483
,,,,,,
2020-07-21T22:08:26,,79.56,48,1013,985,663
,,,,,,
2020-07-21T22:13:26,,79.84,48,1013,990,659
,,,,,,
2020-07-21T22:18:26,,80.01,48,1013,993,654
,,,,,,
2020-07-21T22:23:26,0.41,80.11,47.5,1014,991,619
,,,,,,
2020-07-21T22:28:26,,80.15,47.5,1014,984,570
,,,,,,
2020-07-21T22:33:26,,80.06,47.5,1014,973,483
,,,,,,
2020-07-21T22:38:26,,79.97,47,1014,962,438
,,,,,,
2020-07-21T22:43:26,,79.95,47,1014,953,411
,,,,,,
2020-07-21T22:48:26,,79.88,47,1013,948,376
,,,,,,
2020-07-21T22:53:26,,79.86,47,1014,940,308
,,,,,,
2020-07-21T22:58:26,,79.81,46.5,1014,935,308
,,,,,,
2020-07-21T23:03:26,,79.7,46.5,1013,933,308
,,,,,,
2020-07-21T23:08:26,,79.57,48,1014,931,239
,,,,,,
2020-07-21T23:13:26,,79.79,47.5,1014,936,219
,,,,,,
2020-07-21T23:18:26,,79.65,47.5,1014,944,201
,,,,,,
2020-07-21T23:23:26,0.43,79.7,49,1014,1002,178
,,,,,,
2020-07-21T23:28:26,,79.75,48.5,1014,1061,239
,,,,,,
2020-07-21T23:33:26,,79.7,48,1014,1107,208
,,,,,,
2020-07-21T23:38:26,,79.54,47.5,1014,1138,201
,,,,,,
2020-07-21T23:43:26,,79.3,47.5,1014,1153,184
,,,,,,
2020-07-21T23:48:26,,79.47,48,1014,1157,170
,,,,,,
2020-07-21T23:53:26,,79.72,48,1014,1160,166
,,,,,,
2020-07-21T23:58:26,,79.86,47.5,1014,1155,155
,,,,,,
2020-07-22T00:03:26,,79.77,47,1014,1154,157
,,,,,,
2020-07-22T00:08:26,,80.01,52,1014,1169,125
,,,,,,
2020-07-22T00:13:26,,79.9,50,1014,1179,131
,,,,,,
2020-07-22T00:18:26,,79.77,49.5,1014,1182,150
,,,,,,
2020-07-22T00:23:26,0.46,79.65,48.5,1014,1183,152
,,,,,,
2020-07-22T00:28:26,,79.56,48.5,1014,1185,178
,,,,,,
2020-07-22T00:33:26,,79.5,48,1014,1178,187
,,,,,,
2020-07-22T00:38:26,,79.57,48,1014,1217,229
,,,,,,
2020-07-22T00:43:26,,80.02,49,1014,1309,290
,,,,,,
2020-07-22T00:48:26,,80.94,50.5,1014,1473,1294
,,,,,,
2020-07-22T00:53:26,,81.81,52.5,1014,1672,1072
,,,,,,
2020-07-22T00:58:26,,82.35,54,1014,1876,972
,,,,,,
2020-07-22T01:03:26,,82.78,55,1014,2091,1025
,,,,,,
2020-07-22T01:08:26,,83.1,55,1014,2262,993
,,,,,,
2020-07-22T01:13:26,,82.83,53.5,1014,2346,931
,,,,,,
2020-07-22T01:18:26,,82.44,52,1014,2389,904
,,,,,,
2020-07-22T01:23:26,0.43,82.17,51.5,1014,2385,846
,,,,,,
2020-07-22T01:28:26,,81.93,50.5,1014,2357,846
,,,,,,
2020-07-22T01:33:26,,81.68,50,1014,2309,824
,,,,,,
2020-07-22T01:38:26,,81.45,49.5,1014,2249,787
,,,,,,
2020-07-22T01:43:26,,81.27,49,1015,2180,739
,,,,,,
2020-07-22T01:48:26,,81.1,48.5,1015,2107,730
,,,,,,
2020-07-22T01:53:26,,81.01,48.5,1015,2030,704
,,,,,,
2020-07-22T01:58:26,,80.83,48,1015,1956,797
,,,,,,
2020-07-22T02:03:26,,80.64,47.5,1015,1890,828
,,,,,,
2020-07-22T02:08:26,,80.51,47.5,1015,1825,793
,,,,,,
2020-07-22T02:13:26,,80.44,47.5,1015,1764,748
,,,,,,
2020-07-22T02:18:26,,80.37,47.5,1015,1711,712
,,,,,,
2020-07-22T02:23:26,0.43,80.33,47.5,1015,1666,654
,,,,,,
2020-07-22T02:28:26,,80.26,47.5,1015,1623,676
,,,,,,
2020-07-22T02:33:26,,80.19,47.5,1015,1579,698
,,,,,,
2020-07-22T02:38:26,,80.06,47,1015,1543,815
,,,,,,
2020-07-22T02:43:26,,79.86,48,1015,1518,850
,,,,,,
2020-07-22T02:48:26,,80.04,48.5,1015,1490,793
,,,,,,
2020-07-22T02:53:26,,80.19,49,1015,1470,877
,,,,,,
2020-07-22T02:58:26,,80.38,49.5,1015,1445,846
,,,,,,
2020-07-22T03:03:26,,80.6,50,1015,1424,832
,,,,,,
2020-07-22T03:08:26,,80.44,49.5,1015,1406,801
,,,,,,
2020-07-22T03:13:26,,80.26,49,1015,1386,797
,,,,,,
2020-07-22T03:18:26,,80.11,48.5,1015,1364,926
,,,,,,
2020-07-22T03:23:26,0.57,80.02,48.5,1015,1344,882
,,,,,,
2020-07-22T03:28:26,,80.15,49,1015,1318,775
,,,,,,
2020-07-22T03:33:26,,80.35,49,1015,1296,748
,,,,,,
2020-07-22T03:38:26,,80.53,49,1015,1274,668
,,,,,,
2020-07-22T03:43:26,,80.65,49.5,1015,1247,597
,,,,,,
2020-07-22T03:48:26,,80.78,50,1015,1216,543
,,,,,,
2020-07-22T03:53:26,,80.87,50.5,1015,1186,476
,,,,,,
2020-07-22T03:58:26,,80.96,50.5,1015,1159,431
,,,,,,
2020-07-22T04:03:26,,81.05,51,1015,1130,425
,,,,,,
2020-07-22T04:08:26,,81.1,51.5,1015,1099,384
,,,,,,
2020-07-22T04:13:26,,81.18,51.5,1015,1079,376
,,,,,,
2020-07-22T04:18:26,,81.25,51.5,1015,1058,356
,,,,,,
2020-07-22T04:23:26,0.57,81.32,52,1015,1042,339
,,,,,,
2020-07-22T04:28:26,,81.41,52.5,1015,1020,270
,,,,,,
2020-07-22T04:33:26,,81.48,52.5,1015,1000,256
,,,,,,
2020-07-22T04:38:26,,81.48,52.5,1015,984,256
,,,,,,
2020-07-22T04:43:26,,81.52,53,1015,962,219
,,,,,,
2020-07-22T04:48:26,,81.57,53,1015,943,212
,,,,,,
2020-07-22T04:53:26,,81.61,53.5,1015,928,208
,,,,,,
2020-07-22T04:58:26,,81.63,53.5,1015,916,181
,,,,,,
2020-07-22T05:03:26,,81.68,53.5,1015,906,178
,,,,,,
2020-07-22T05:08:26,,81.7,53.5,1015,899,170
,,,,,,
2020-07-22T05:13:26,,81.77,53.5,1015,892,166
,,,,,,
2020-07-22T05:18:26,,81.81,53.5,1015,894,163
,,,,,,
2020-07-22T05:23:26,0.57,81.88,53.5,1015,893,170
,,,,,,
2020-07-22T05:28:26,,81.93,54,1015,891,166
,,,,,,
2020-07-22T05:33:26,,81.97,54,1015,890,155
,,,,,,
2020-07-22T05:38:26,,81.99,54,1015,888,159
,,,,,,
2020-07-22T05:43:26,,82.02,54.5,1015,880,144
,,,,,,
2020-07-22T05:48:26,,82.06,54.5,1015,876,138
,,,,,,
2020-07-22T05:53:26,,82.08,54.5,1015,872,133
,,,,,,
2020-07-22T05:58:26,,82.06,54.5,1015,872,131
,,,,,,
2020-07-22T06:03:26,,82.09,54.5,1015,872,123
,,,,,,
2020-07-22T06:08:26,,82.13,54.5,1015,874,133
,,,,,,
2020-07-22T06:13:26,,82.15,54.5,1015,877,138
,,,,,,
2020-07-22T06:18:26,,82.2,54.5,1015,876,140
,,,,,,
2020-07-22T06:23:26,0.57,82.26,54.5,1015,878,125
,,,,,,
2020-07-22T06:28:26,,82.27,54.5,1015,872,110
,,,,,,
2020-07-22T06:33:26,,82.29,55,1014,865,103
,,,,,,
2020-07-22T06:38:26,,82.31,55,1015,856,106
,,,,,,
2020-07-22T06:43:26,,82.33,55,1015,853,103
,,,,,,
2020-07-22T06:48:26,,82.35,55.5,1015,845,93
,,,,,,
2020-07-22T06:53:26,,82.36,55.5,1015,840,86
,,,,,,
2020-07-22T06:58:26,,82.38,55.5,1015,839,105
,,,,,,
2020-07-22T07:03:26,,82.42,55.5,1014,841,97
,,,,,,
2020-07-22T07:08:26,,82.45,55,1014,842,106
,,,,,,
2020-07-22T07:13:26,,82.49,55,1014,845,103
,,,,,,
2020-07-22T07:18:26,,82.51,55.5,1014,848,101
,,,,,,
2020-07-22T07:23:26,0.49,82.53,55.5,1014,847,91
,,,,,,
2020-07-22T07:28:26,,82.54,55.5,1014,845,101
,,,,,,
2020-07-22T07:33:26,,82.56,55.5,1014,845,78
,,,,,,
2020-07-22T07:38:26,,82.56,55.5,1014,845,82
,,,,,,
2020-07-22T07:43:26,,82.58,55.5,1014,842,93
,,,,,,
2020-07-22T07:48:26,,82.58,55.5,1014,842,71
,,,,,,
2020-07-22T07:53:26,,82.6,55.5,1014,845,93
,,,,,,
2020-07-22T07:58:26,,82.63,55.5,1014,849,95
,,,,,,
2020-07-22T08:03:26,,82.69,55.5,1015,854,105
,,,,,,
2020-07-22T08:08:26,,82.72,55.5,1014,859,110
,,,,,,
2020-07-22T08:13:26,,82.74,55.5,1014,860,101
,,,,,,
2020-07-22T08:18:26,,82.76,55.5,1015,859,88
,,,,,,
2020-07-22T08:23:26,0.51,82.74,55.5,1015,858,105
,,,,,,
2020-07-22T08:28:26,,82.76,55.5,1015,855,99
,,,,,,
2020-07-22T08:33:26,,82.78,56,1015,848,82
,,,,,,
2020-07-22T08:38:26,,82.78,56,1015,841,78
,,,,,,
2020-07-22T08:43:26,,82.8,56,1015,838,88
,,,,,,
2020-07-22T08:48:26,,82.81,56,1015,839,97
,,,,,,
2020-07-22T08:53:26,,82.85,56,1015,842,82
,,,,,,
2020-07-22T08:58:26,,82.87,56,1015,843,93
,,,,,,
2020-07-22T09:03:26,,82.94,56,1015,839,76
,,,,,,
2020-07-22T09:08:26,,82.94,56,1015,837,82
,,,,,,
2020-07-22T09:13:26,,82.94,56,1015,829,67
,,,,,,
2020-07-22T09:18:26,,82.94,56.5,1015,825,69
,,,,,,
2020-07-22T09:23:26,0.57,82.96,56.5,1015,820,61
,,,,,,
2020-07-22T09:28:26,,82.98,56.5,1015,813,54
,,,,,,
2020-07-22T09:33:26,,82.98,56.5,1015,805,54
,,,,,,
2020-07-22T09:38:26,,82.99,56.5,1015,801,46
,,,,,,
2020-07-22T09:43:26,,83.03,56.5,1014,802,52
,,,,,,
2020-07-22T09:48:26,,83.05,56.5,1014,801,58
,,,,,,
2020-07-22T09:53:26,,83.07,56.5,1014,799,54
,,,,,,
2020-07-22T09:58:26,,83.1,56.5,1014,796,46
,,,,,,
2020-07-22T10:03:26,,83.1,56.5,1015,793,46
,,,,,,
2020-07-22T10:08:26,,83.1,57,1015,786,52
,,,,,,
2020-07-22T10:13:26,,83.12,57,1015,784,46
,,,,,,
2020-07-22T10:18:26,,83.12,57,1015,780,56
,,,,,,
2020-07-22T10:23:26,0.38,83.12,57,1015,781,54
,,,,,,
2020-07-22T10:28:26,,83.14,57,1015,778,46
,,,,,,
2020-07-22T10:33:26,,83.14,57,1015,780,58
,,,,,,
2020-07-22T10:38:26,,83.16,57,1015,781,63
,,,,,,
2020-07-22T10:43:26,,83.21,57,1015,786,61
,,,,,,
2020-07-22T10:48:26,,83.25,57,1015,792,59
,,,,,,
2020-07-22T10:53:26,,83.25,57,1015,793,59
,,,,,,
2020-07-22T10:58:26,,83.25,57,1015,792,61
,,,,,,
2020-07-22T11:03:26,,83.26,57,1015,792,46
,,,,,,
2020-07-22T11:08:26,,83.26,57,1015,790,54
,,,,,,
2020-07-22T11:13:26,,83.28,57,1015,789,61
,,,,,,
2020-07-22T11:18:26,,83.28,57,1015,788,52
,,,,,,
2020-07-22T11:23:26,0.38,83.26,57,1015,786,46
,,,,,,
2020-07-22T11:28:26,,83.3,57,1015,790,54
,,,,,,
2020-07-22T11:33:26,,83.32,57,1015,792,50
,,,,,,
2020-07-22T11:38:26,,83.35,57,1015,796,48
,,,,,,
2020-07-22T11:43:26,,83.37,57,1015,795,48
,,,,,,
2020-07-22T11:48:26,,83.39,57,1015,798,54
,,,,,,
2020-07-22T11:53:26,,83.39,57,1015,800,52
,,,,,,
2020-07-22T11:58:26,,83.39,57,1015,799,46
,,,,,,
2020-07-22T12:03:26,,83.39,57,1015,797,48
,,,,,,
2020-07-22T12:08:26,,83.39,57,1015,798,67
,,,,,,
2020-07-22T12:13:26,,83.41,57.5,1015,799,63
,,,,,,
2020-07-22T12:18:26,,83.28,56.5,1015,839,349
,,,,,,
2020-07-22T12:23:26,0.38,82.69,55,1015,893,421
,,,,,,
2020-07-22T12:28:26,,82.24,54,1015,941,411
,,,,,,
2020-07-22T12:33:26,,81.93,53.5,1015,982,404
,,,,,,
2020-07-22T12:38:26,,81.82,53.5,1015,1019,362
,,,,,,
2020-07-22T12:43:26,,81.57,52.5,1015,1073,373
,,,,,,
2020-07-22T12:48:26,,81.99,56,1015,1116,456
,,,,,,
2020-07-22T12:53:26,,81.7,54.5,1015,1147,407
,,,,,,
2020-07-22T12:58:26,,81.97,55.5,1015,1169,390
,,,,,,
2020-07-22T13:03:26,,81.79,54.5,1015,1185,370
,,,,,,
2020-07-22T13:08:26,,81.57,53.5,1015,1194,387
,,,,,,
2020-07-22T13:13:26,,81.48,53,1015,1197,356
,,,,,,
2020-07-22T13:18:26,,81.36,52.5,1015,1200,362
,,,,,,
2020-07-22T13:23:26,0.38,81.32,52,1015,1201,332
,,,,,,
2020-07-22T13:28:26,,81.23,51.5,1015,1201,322
,,,,,,
2020-07-22T13:33:26,,81.21,51.5,1015,1199,287
,,,,,,
2020-07-22T13:38:26,,81.1,51,1015,1195,281
,,,,,,
2020-07-22T13:43:26,,81.01,50.5,1015,1190,281
,,,,,,
2020-07-22T13:48:26,,80.91,50.5,1015,1189,435
,,,,,,
2020-07-22T13:53:26,,80.8,50.5,1015,1187,442
,,,,,,
2020-07-22T13:58:26,,80.69,50,1015,1183,418
,,,,,,
2020-07-22T14:03:26,,80.64,50,1015,1183,387
,,,,,,
2020-07-22T14:08:26,,80.55,50,1015,1182,380
,,,,,,
2020-07-22T14:13:26,,80.47,49.5,1015,1186,376
,,,,,,
2020-07-22T14:18:26,,80.4,49.5,1015,1190,373
,,,,,,
2020-07-22T14:23:26,0.32,80.37,49.5,1015,1193,342
,,,,,,
2020-07-22T14:28:26,,80.31,50,1015,1195,315
,,,,,,
2020-07-22T14:33:26,,80.33,50,1015,1192,298
,,,,,,
2020-07-22T14:38:26,,80.37,50,1015,1188,281
,,,,,,
2020-07-22T14:43:26,,80.37,50,1015,1186,256
,,,,,,
2020-07-22T14:48:26,,80.26,49.5,1015,1182,232
,,,,,,
2020-07-22T14:53:26,,80.2,50,1015,1177,198
,,,,,,
2020-07-22T14:58:26,,80.19,50,1015,1171,174
,,,,,,
2020-07-22T15:03:26,,80.17,50,1015,1160,170
,,,,,,
2020-07-22T15:08:26,,80.1,49.5,1015,1157,181
,,,,,,
2020-07-22T15:13:26,,80.01,49,1015,1154,166
,,,,,,
2020-07-22T15:18:26,,79.9,49,1015,1151,157
,,,,,,
2020-07-22T15:23:26,0.3,79.88,50.5,1015,1150,153
,,,,,,
2020-07-22T15:28:26,,80.11,51,1015,1149,136
,,,,,,
2020-07-22T15:33:26,,80.28,52,1015,1157,195
,,,,,,
2020-07-22T15:38:26,,80.31,52,1015,1164,148
,,,,,,
2020-07-22T15:43:26,,80.24,51.5,1015,1170,129
,,,,,,
2020-07-22T15:48:26,,80.19,51.5,1015,1171,133
,,,,,,
2020-07-22T15:53:26,,80.15,51,1015,1169,114
,,,,,,
2020-07-22T15:58:26,,80.15,51,1015,1165,110
,,,,,,
2020-07-22T16:03:26,,80.17,50.5,1015,1159,116
,,,,,,
2020-07-22T16:08:26,,80.1,50,1015,1157,103
,,,,,,
2020-07-22T16:13:26,,80.02,50,1015,1157,93
,,,,,,
2020-07-22T16:18:26,,79.92,49.5,1015,1151,71
,,,,,,
2020-07-22T16:23:26,0.38,79.86,49.5,1015,1149,65
,,,,,,
2020-07-22T16:28:26,,79.75,50,1015,1143,72
,,,,,,
2020-07-22T16:33:26,,79.9,51,1015,1137,63
,,,,,,
2020-07-22T16:38:26,,80.1,51.5,1015,1128,63
,,,,,,
2020-07-22T16:43:26,,80.08,51.5,1015,1129,56
,,,,,,
2020-07-22T16:48:26,,80.38,52,1015,1126,48
,,,,,,
2020-07-22T16:53:26,,80.56,51.5,1015,1123,58
,,,,,,
2020-07-22T16:58:26,,80.67,51.5,1015,1119,46
,,,,,,
2020-07-22T17:03:26,,80.92,51.5,1014,1159,58
,,,,,,
2020-07-22T17:08:26,,81.09,51,1014,1234,116
,,,,,,
2020-07-22T17:13:26,,81.54,52,1014,1353,144
,,,,,,
2020-07-22T17:18:26,,81.84,52,1014,1481,172
,,,,,,
2020-07-22T17:23:26,0.46,82.13,52.5,1014,1620,236
,,,,,,
2020-07-22T17:28:26,,82.51,54,1014,1779,311
,,,,,,
2020-07-22T17:33:26,,82.62,54,1014,1893,270
,,,,,,
2020-07-22T17:38:26,,82.6,53.5,1014,1938,205
,,,,,,
2020-07-22T17:43:26,,82.38,52.5,1014,1943,205
,,,,,,
2020-07-22T17:48:26,,82.18,52,1014,1931,181
,,,,,,
2020-07-22T17:53:26,,81.95,52,1014,1903,176
,,,,,,
2020-07-22T17:58:26,,81.99,51.5,1014,1902,157
,,,,,,
2020-07-22T18:03:26,,81.99,51.5,1014,1878,157
,,,,,,
2020-07-22T18:08:26,,81.84,51,1014,1856,161
,,,,,,
2020-07-22T18:13:26,,81.84,51,1014,1826,135
,,,,,,
2020-07-22T18:18:26,,81.84,51,1014,1798,131
,,,,,,
2020-07-22T18:23:26,0.38,81.79,51,1014,1761,127
,,,,,,
2020-07-22T18:28:26,,81.77,50.5,1014,1722,122
,,,,,,
2020-07-22T18:33:26,,81.7,50.5,1014,1696,110
,,,,,,
2020-07-22T18:38:26,,81.66,50.5,1014,1662,93
,,,,,,
2020-07-22T18:43:26,,81.64,50,1013,1622,93
,,,,,,
2020-07-22T18:48:26,,81.7,50,1013,1594,80
,,,,,,
2020-07-22T18:53:26,,81.64,50,1013,1565,78
,,,,,,
2020-07-22T18:58:26,,81.61,50,1013,1541,82
,,,,,,
2020-07-22T19:03:26,,81.54,49.5,1013,1514,76
,,,,,,
2020-07-22T19:08:26,,81.52,50,1013,1488,69
,,,,,,
2020-07-22T19:13:26,,81.48,49.5,1013,1460,65
,,,,,,
2020-07-22T19:18:26,,81.5,50,1013,1429,61
,,,,,,
2020-07-22T19:23:26,0.38,81.41,49.5,1013,1400,50
,,,,,,
2020-07-22T19:28:26,,81.32,49.5,1013,1372,46
,,,,,,
2020-07-22T19:33:26,,81.3,50,1013,1340,48
,,,,,,
2020-07-22T19:38:26,,81.28,50,1013,1308,46
,,,,,,
2020-07-22T19:43:26,,81.27,50,1013,1279,50
,,,,,,
2020-07-22T19:48:26,,81.27,50,1013,1250,46
,,,,,,
2020-07-22T19:53:26,,81.19,50,1013,1224,46
,,,,,,
2020-07-22T19:58:26,,81.14,50,1013,1201,46
,,,,,,
2020-07-22T20:03:26,,81.05,50,1013,1179,48
,,,,,,
2020-07-22T20:08:26,,80.96,50,1013,1160,46
,,,,,,
2020-07-22T20:13:26,,80.94,50,1013,1151,46
,,,,,,
2020-07-22T20:18:26,,81,50.5,1013,1136,46
,,,,,,
2020-07-22T20:23:26,0.38,81.05,50.5,1013,1126,52
,,,,,,
2020-07-22T20:28:26,,81.1,50.5,1013,1121,65
,,,,,,
2020-07-22T20:33:26,,81.16,50,1013,1118,54
,,,,,,
2020-07-22T20:38:26,,81.16,50,1013,1111,46
,,,,,,
2020-07-22T20:43:26,,81.16,50,1012,1096,69
,,,,,,
2020-07-22T20:48:26,,81.32,51,1012,1083,50
,,,,,,
2020-07-22T20:53:26,,81.5,51.5,1012,1067,52
,,,,,,
2020-07-22T20:58:26,,81.68,52.5,1012,1050,71
,,,,,,
2020-07-22T21:03:26,,81.82,53,1012,1031,50
,,,,,,
2020-07-22T21:08:26,,81.97,53.5,1013,1012,58
,,,,,,
2020-07-22T21:13:26,,82.09,54,1013,996,46
,,,,,,
2020-07-22T21:18:26,,82.22,54.5,1013,978,72
,,,,,,
2020-07-22T21:23:26,0.57,82.33,55,1013,964,75
,,,,,,
2020-07-22T21:28:26,,82.42,55,1013,955,91
,,,,,,
2020-07-22T21:33:26,,82.08,54,1013,951,75
,,,,,,
2020-07-22T21:38:26,,81.66,53.5,1013,951,69
,,,,,,
2020-07-22T21:43:26,,81.46,52.5,1013,952,71
,,,,,,
2020-07-22T21:48:26,,81.23,52,1013,947,88
,,,,,,
2020-07-22T21:53:26,,81.09,51.5,1013,947,108
,,,,,,
2020-07-22T21:58:26,,80.98,51.5,1013,949,116
,,,,,,
2020-07-22T22:03:26,,80.82,51,1012,948,119
,,,,,,
2020-07-22T22:08:26,,80.71,51,1012,947,105
,,,,,,
2020-07-22T22:13:26,,80.62,50.5,1013,944,95
,,,,,,
2020-07-22T22:18:26,,80.47,50.5,1012,943,103
,,,,,,
2020-07-22T22:23:26,0.57,80.56,51,1012,940,105
,,,,,,
2020-07-22T22:28:26,,80.56,50.5,1013,938,123
,,,,,,
2020-07-22T22:33:26,,80.62,50.5,1013,936,125
,,,,,,
2020-07-22T22:38:26,,80.8,51,1012,933,118
,,,,,,
2020-07-22T22:43:26,,80.91,51,1013,933,136
,,,,,,
2020-07-22T22:48:26,,80.87,50.5,1013,933,133
,,,,,,
2020-07-22T22:53:26,,80.89,50.5,1013,935,150
,,,,,,
2020-07-22T22:58:26,,80.85,50,1014,935,144
,,,,,,
2020-07-22T23:03:26,,80.83,50,1014,935,208
,,,,,,
2020-07-22T23:08:26,,80.82,51.5,1014,955,184
,,,,,,
2020-07-22T23:13:26,,81.14,52,1014,1017,232
,,,,,,
2020-07-22T23:18:26,,81.52,53.5,1015,1086,232
,,,,,,
2020-07-22T23:23:26,0.62,81.9,54.5,1015,1125,215
,,,,,,
2020-07-22T23:28:26,,82.11,55,1016,1130,172
,,,,,,
2020-07-22T23:33:26,,82.27,56,1016,1110,148
,,,,,,
2020-07-22T23:38:26,,82.44,56,1016,1087,184
,,,,,,
2020-07-22T23:43:26,,82.56,56.5,1016,1069,170
,,,,,,
2020-07-22T23:48:26,,82.67,57.5,1015,1053,148
,,,,,,
2020-07-22T23:53:26,,82.8,58,1015,1037,131
,,,,,,
2020-07-22T23:58:26,,82.89,58,1015,1025,131
,,,,,,
2020-07-23T00:03:26,,83.07,58,1015,1020,119
,,,,,,
2020-07-23T00:08:26,,83.23,58,1015,1022,125
,,,,,,
2020-07-23T00:13:26,,83.37,58,1015,1022,112
,,,,,,
2020-07-23T00:18:26,,83.48,58,1015,1023,112
,,,,,,
2020-07-23T00:23:26,0.59,83.55,58,1014,1024,101
,,,,,,
2020-07-23T00:28:26,,83.61,58,1014,1024,101
,,,,,,
2020-07-23T00:33:26,,83.62,57.5,1015,1019,89
,,,,,,
2020-07-23T00:38:26,,83.62,57.5,1014,1010,84
,,,,,,
2020-07-23T00:43:26,,83.64,58,1014,1001,103
,,,,,,
2020-07-23T00:48:26,,83.57,57.5,1014,989,97
,,,,,,
2020-07-23T00:53:26,,83.17,56.5,1014,979,75
,,,,,,
2020-07-23T00:58:26,,82.71,55.5,1014,971,95
,,,,,,
2020-07-23T01:03:26,,82.27,54.5,1014,962,89
,,,,,,
2020-07-23T01:08:26,,82,53,1014,957,72
,,,,,,
2020-07-23T01:13:26,,81.7,52.5,1014,954,63
,,,,,,
2020-07-23T01:18:26,,81.39,51.5,1014,951,75
,,,,,,
2020-07-23T01:23:26,0.59,81.14,51,1014,949,75
,,,,,,
2020-07-23T01:28:26,,81.01,51,1014,949,59
,,,,,,
2020-07-23T01:33:26,,81.23,54.5,1014,955,46
